UserID,Movie,Genre,Rating,Timestamp
611,Titanic,Romance,1.4,2024-12-09
379,Titanic,Romance,3.4,2023-12-26
191,Interstellar,Sci-Fi,2.3,2024-10-24
358,Pulp Fiction,Crime,4.9,2024-10-03
793,Shrek,Comedy,1.3,2025-05-11
365,Finding Nemo,Animation,3.9,2024-05-24
525,Shrek,Comedy,4.6,2024-10-17
996,Interstellar,Sci-Fi,2.6,2024-10-28
781,Shrek,Comedy,1.9,2024-01-30
403,Avengers,Action,2.2,2025-02-28
702,Finding Nemo,Animation,3.0,2024-07-13
866,Shrek,Comedy,3.2,2024-10-06
384,Titanic,Romance,3.2,2023-12-13
407,Titanic,Romance,3.5,2023-08-27
248,Avengers,Action,1.3,2024-06-01
453,Avengers,Action,2.6,2025-04-05
406,Shrek,Comedy,3.7,2025-06-13
726,Interstellar,Sci-Fi,4.5,2023-10-05
973,Avengers,Action,3.6,2023-08-24
586,The Godfather,Crime,2.9,2025-06-29
719,Shrek,Comedy,4.6,2025-04-09
478,The Godfather,Crime,1.5,2025-05-20
132,The Godfather,Crime,3.3,2024-01-10
575,Avengers,Action,1.8,2023-11-24
956,Avengers,Action,4.5,2025-02-05
953,Inception,Sci-Fi,3.6,2024-03-25
271,Pulp Fiction,Crime,4.3,2024-04-21
970,Inception,Sci-Fi,1.7,2023-10-08
796,Titanic,Romance,4.7,2023-12-02
266,Inception,Sci-Fi,2.1,2023-09-03
368,Titanic,Romance,4.2,2025-07-27
591,Shrek,Comedy,1.0,2024-06-19
345,Interstellar,Sci-Fi,2.5,2024-12-11
426,Interstellar,Sci-Fi,1.6,2024-01-01
698,Inception,Sci-Fi,2.6,2023-11-23
213,Titanic,Romance,3.9,2024-12-08
400,Interstellar,Sci-Fi,4.1,2024-03-26
129,Interstellar,Sci-Fi,2.7,2024-11-21
554,Shrek,Comedy,4.1,2023-08-06
453,Inception,Sci-Fi,3.7,2025-03-12
737,Interstellar,Sci-Fi,1.0,2023-12-05
920,Shrek,Comedy,2.4,2024-07-25
404,The Godfather,Crime,2.3,2024-11-27
787,Titanic,Romance,1.4,2025-03-11
829,Avengers,Action,1.2,2024-12-23
235,Inception,Sci-Fi,4.5,2024-02-10
139,Inception,Sci-Fi,4.7,2025-02-08
713,Shrek,Comedy,3.0,2023-09-14
969,Pulp Fiction,Crime,4.8,2025-07-20
427,The Godfather,Crime,4.3,2023-11-24
937,The Godfather,Crime,1.6,2024-06-12
323,Interstellar,Sci-Fi,5.0,2023-10-06
632,Interstellar,Sci-Fi,4.0,2024-06-08
935,Inception,Sci-Fi,3.0,2023-11-11
583,Inception,Sci-Fi,3.0,2023-08-29
394,Titanic,Romance,2.6,2024-11-21
149,Finding Nemo,Animation,2.0,2024-02-12
887,The Godfather,Crime,4.9,2023-11-18
372,The Godfather,Crime,2.2,2024-02-17
894,The Godfather,Crime,1.5,2024-05-08
974,Titanic,Romance,1.9,2023-11-26
613,Finding Nemo,Animation,3.7,2024-08-04
899,The Godfather,Crime,1.8,2025-03-03
937,Finding Nemo,Animation,3.1,2023-08-15
585,Avengers,Action,4.0,2023-11-28
387,Titanic,Romance,1.0,2024-09-27
746,Interstellar,Sci-Fi,3.7,2024-09-14
224,Avengers,Action,4.9,2025-06-29
935,Avengers,Action,2.3,2024-12-17
289,Avengers,Action,4.2,2024-12-15
274,Titanic,Romance,4.3,2023-10-09
170,Shrek,Comedy,4.5,2024-08-08
418,Avengers,Action,2.7,2023-08-04
612,Titanic,Romance,2.1,2025-07-09
609,Pulp Fiction,Crime,4.0,2024-11-19
489,Pulp Fiction,Crime,2.0,2025-01-10
739,Shrek,Comedy,2.6,2023-10-17
197,Titanic,Romance,3.1,2025-06-08
686,Avengers,Action,1.5,2025-06-22
782,Finding Nemo,Animation,3.7,2024-02-25
586,Interstellar,Sci-Fi,1.6,2023-11-28
300,Interstellar,Sci-Fi,2.7,2023-08-05
154,Finding Nemo,Animation,3.3,2024-04-23
959,Avengers,Action,1.4,2024-07-15
761,Interstellar,Sci-Fi,1.7,2023-11-14
247,Pulp Fiction,Crime,4.6,2024-11-06
721,Shrek,Comedy,3.5,2024-08-07
876,Interstellar,Sci-Fi,2.1,2024-05-20
242,The Godfather,Crime,4.7,2024-04-29
516,Avengers,Action,4.0,2023-11-08
472,Shrek,Comedy,4.4,2024-01-04
370,Pulp Fiction,Crime,4.2,2024-11-03
651,Avengers,Action,3.2,2024-02-04
445,Pulp Fiction,Crime,2.7,2025-04-12
773,Shrek,Comedy,4.6,2025-02-22
267,Avengers,Action,1.6,2024-08-24
459,Avengers,Action,1.5,2024-05-01
403,Pulp Fiction,Crime,1.3,2025-07-16
325,Inception,Sci-Fi,1.0,2024-10-23
688,Titanic,Romance,3.6,2024-02-24
718,Finding Nemo,Animation,4.9,2024-03-22
543,Shrek,Comedy,1.9,2023-09-01
613,The Godfather,Crime,4.1,2023-11-30
655,Shrek,Comedy,1.9,2024-08-14
398,Titanic,Romance,3.9,2024-09-17
318,Inception,Sci-Fi,4.7,2023-08-31
473,Shrek,Comedy,3.9,2024-03-10
786,Titanic,Romance,4.9,2024-07-15
725,Interstellar,Sci-Fi,4.9,2024-06-28
660,Interstellar,Sci-Fi,3.2,2025-07-21
710,The Godfather,Crime,3.4,2024-11-22
629,Titanic,Romance,3.9,2024-06-02
764,Titanic,Romance,4.1,2025-06-30
547,Shrek,Comedy,3.6,2024-03-10
948,Shrek,Comedy,5.0,2024-06-15
307,Titanic,Romance,1.5,2025-05-31
319,Inception,Sci-Fi,1.7,2024-01-20
237,Titanic,Romance,1.4,2024-12-17
860,Interstellar,Sci-Fi,3.8,2023-10-11
168,The Godfather,Crime,2.1,2024-10-10
546,Avengers,Action,4.7,2023-11-03
216,Avengers,Action,1.1,2025-04-09
441,The Godfather,Crime,4.1,2024-03-28
862,Avengers,Action,3.0,2024-10-29
237,The Godfather,Crime,1.8,2025-07-02
818,Inception,Sci-Fi,1.6,2024-11-05
190,Pulp Fiction,Crime,5.0,2024-05-11
434,Finding Nemo,Animation,3.9,2024-11-19
673,Pulp Fiction,Crime,4.8,2025-06-08
965,Inception,Sci-Fi,2.8,2023-11-19
931,Inception,Sci-Fi,4.0,2025-04-05
190,Shrek,Comedy,1.5,2024-06-27
831,Inception,Sci-Fi,2.6,2025-01-18
280,Inception,Sci-Fi,1.8,2023-12-25
662,Finding Nemo,Animation,3.3,2025-07-25
149,Titanic,Romance,4.8,2024-03-31
761,Interstellar,Sci-Fi,2.6,2024-12-08
814,Shrek,Comedy,4.7,2025-02-02
383,Titanic,Romance,1.3,2025-05-03
608,The Godfather,Crime,2.9,2025-02-04
454,Interstellar,Sci-Fi,4.3,2024-09-03
598,Avengers,Action,3.8,2024-01-26
395,The Godfather,Crime,1.2,2023-12-27
803,Avengers,Action,2.6,2024-12-29
694,Pulp Fiction,Crime,2.4,2024-09-19
495,Avengers,Action,3.7,2024-12-07
439,Titanic,Romance,1.9,2024-03-28
904,Avengers,Action,1.0,2023-11-06
334,Pulp Fiction,Crime,2.5,2025-06-26
660,Inception,Sci-Fi,3.8,2025-02-04
579,Titanic,Romance,2.6,2023-10-30
946,Pulp Fiction,Crime,4.7,2024-08-21
503,Finding Nemo,Animation,4.1,2024-02-28
514,The Godfather,Crime,3.9,2024-02-02
738,Interstellar,Sci-Fi,4.1,2025-02-17
458,The Godfather,Crime,1.5,2024-03-11
487,Finding Nemo,Animation,1.6,2024-06-09
871,Pulp Fiction,Crime,1.8,2023-08-21
608,Inception,Sci-Fi,2.3,2024-09-29
584,Avengers,Action,3.2,2024-10-05
598,Avengers,Action,1.6,2023-11-15
797,Shrek,Comedy,1.8,2025-02-06
203,The Godfather,Crime,3.6,2025-01-31
667,Avengers,Action,1.7,2024-08-16
970,Avengers,Action,3.1,2024-05-29
518,Finding Nemo,Animation,4.0,2023-10-14
613,Inception,Sci-Fi,1.3,2023-11-25
566,The Godfather,Crime,1.1,2023-08-07
561,Titanic,Romance,2.7,2023-12-20
647,Inception,Sci-Fi,2.6,2023-10-22
191,The Godfather,Crime,2.8,2025-01-08
546,The Godfather,Crime,3.1,2023-11-09
525,Pulp Fiction,Crime,1.5,2024-10-17
873,Pulp Fiction,Crime,4.5,2024-03-16
826,Pulp Fiction,Crime,4.6,2024-07-05
687,Titanic,Romance,1.7,2025-03-03
499,Avengers,Action,4.2,2024-11-01
187,Shrek,Comedy,2.8,2024-04-20
515,Titanic,Romance,3.9,2024-02-17
210,Titanic,Romance,3.3,2025-05-17
492,Interstellar,Sci-Fi,2.0,2024-09-09
882,The Godfather,Crime,4.8,2024-05-06
947,Interstellar,Sci-Fi,1.9,2023-11-06
229,Finding Nemo,Animation,4.2,2024-03-08
169,Interstellar,Sci-Fi,3.2,2024-12-17
246,The Godfather,Crime,2.6,2025-05-21
629,The Godfather,Crime,1.4,2024-10-16
621,Avengers,Action,4.4,2024-09-12
401,Shrek,Comedy,3.0,2023-12-31
941,The Godfather,Crime,2.0,2025-06-08
480,Finding Nemo,Animation,3.9,2024-07-14
862,Shrek,Comedy,2.7,2023-12-14
551,Inception,Sci-Fi,1.1,2024-11-23
133,Avengers,Action,4.0,2023-08-16
432,The Godfather,Crime,2.7,2025-06-27
915,Avengers,Action,1.8,2025-01-21
597,Inception,Sci-Fi,2.5,2025-07-28
605,Shrek,Comedy,1.3,2023-12-23
533,Titanic,Romance,1.4,2025-04-04
425,Finding Nemo,Animation,1.2,2024-02-01
886,Titanic,Romance,2.8,2024-10-07
261,Titanic,Romance,1.2,2025-06-19
537,Pulp Fiction,Crime,4.2,2024-06-29
846,The Godfather,Crime,1.6,2025-06-06
280,Avengers,Action,3.3,2024-06-06
386,Interstellar,Sci-Fi,4.5,2024-05-03
229,Pulp Fiction,Crime,4.7,2024-08-15
269,Pulp Fiction,Crime,4.5,2025-05-24
569,Finding Nemo,Animation,2.5,2023-11-13
800,Titanic,Romance,4.6,2024-02-22
992,Finding Nemo,Animation,1.8,2024-07-23
309,Inception,Sci-Fi,4.2,2024-06-03
659,Avengers,Action,3.0,2025-03-18
797,The Godfather,Crime,4.0,2024-03-21
734,Titanic,Romance,4.8,2023-10-12
780,Titanic,Romance,2.4,2024-03-03
516,Inception,Sci-Fi,2.8,2024-05-06
483,Titanic,Romance,2.4,2024-09-21
743,The Godfather,Crime,1.1,2023-11-19
903,Finding Nemo,Animation,1.5,2024-02-16
265,Avengers,Action,3.0,2025-02-17
741,Pulp Fiction,Crime,4.5,2023-09-09
875,Inception,Sci-Fi,1.1,2023-12-07
369,Inception,Sci-Fi,4.6,2024-04-09
872,Titanic,Romance,3.1,2025-01-03
645,Pulp Fiction,Crime,3.4,2023-09-27
787,Inception,Sci-Fi,3.5,2024-05-06
410,Interstellar,Sci-Fi,1.4,2024-01-14
902,Pulp Fiction,Crime,4.6,2024-05-23
326,The Godfather,Crime,4.8,2024-12-29
994,Pulp Fiction,Crime,1.9,2025-07-15
864,Shrek,Comedy,3.8,2024-10-21
597,Pulp Fiction,Crime,3.1,2025-04-12
439,Avengers,Action,5.0,2023-11-04
283,Shrek,Comedy,2.1,2025-01-26
647,Inception,Sci-Fi,3.1,2024-04-04
668,Avengers,Action,3.6,2025-02-26
793,Inception,Sci-Fi,1.9,2025-01-14
727,Pulp Fiction,Crime,2.4,2024-07-09
456,Pulp Fiction,Crime,1.7,2025-07-29
920,Shrek,Comedy,1.7,2025-03-09
314,Pulp Fiction,Crime,3.9,2024-09-11
754,Interstellar,Sci-Fi,1.5,2024-07-23
889,Pulp Fiction,Crime,4.7,2024-01-04
317,Avengers,Action,1.4,2025-07-18
863,Interstellar,Sci-Fi,4.3,2025-03-14
849,Pulp Fiction,Crime,1.2,2024-01-26
573,Interstellar,Sci-Fi,3.8,2024-12-26
304,Finding Nemo,Animation,4.6,2024-03-24
322,Avengers,Action,2.6,2024-04-18
833,Titanic,Romance,1.8,2024-09-22
222,The Godfather,Crime,5.0,2025-05-20
788,Titanic,Romance,3.6,2025-02-03
365,Titanic,Romance,4.4,2024-09-05
223,Inception,Sci-Fi,3.0,2024-08-11
429,Shrek,Comedy,3.9,2024-12-06
272,Finding Nemo,Animation,4.4,2023-11-30
357,The Godfather,Crime,2.2,2024-12-27
485,Titanic,Romance,3.6,2024-05-31
678,Interstellar,Sci-Fi,4.3,2025-01-07
628,Interstellar,Sci-Fi,3.8,2025-01-12
936,Pulp Fiction,Crime,2.7,2025-01-01
730,Interstellar,Sci-Fi,3.8,2024-05-02
228,Shrek,Comedy,1.6,2024-04-10
617,Interstellar,Sci-Fi,2.0,2024-09-14
239,Shrek,Comedy,1.5,2023-11-24
635,Avengers,Action,4.7,2024-10-25
955,Finding Nemo,Animation,3.6,2024-11-27
240,Titanic,Romance,2.8,2024-09-26
412,Shrek,Comedy,2.8,2025-01-18
160,Pulp Fiction,Crime,4.8,2024-07-23
319,Finding Nemo,Animation,3.5,2024-11-22
495,Shrek,Comedy,2.7,2024-03-23
900,Avengers,Action,2.2,2025-01-28
370,Interstellar,Sci-Fi,2.1,2024-08-18
167,Inception,Sci-Fi,2.9,2025-03-18
805,Finding Nemo,Animation,2.8,2025-02-02
265,The Godfather,Crime,4.1,2023-08-09
917,Pulp Fiction,Crime,4.7,2024-09-30
194,Finding Nemo,Animation,4.6,2025-06-27
346,Interstellar,Sci-Fi,2.2,2024-10-04
445,Titanic,Romance,3.0,2024-10-06
151,Shrek,Comedy,3.5,2025-03-12
218,Shrek,Comedy,4.1,2025-03-16
628,Interstellar,Sci-Fi,4.9,2025-04-19
282,Interstellar,Sci-Fi,1.2,2024-05-13
779,Titanic,Romance,1.0,2025-04-20
811,Pulp Fiction,Crime,3.0,2025-06-24
424,Shrek,Comedy,1.1,2023-09-07
323,Finding Nemo,Animation,1.1,2024-05-24
800,Inception,Sci-Fi,2.1,2025-03-16
472,Shrek,Comedy,2.0,2024-05-15
442,Inception,Sci-Fi,1.2,2024-12-11
730,Shrek,Comedy,4.7,2024-01-19
590,The Godfather,Crime,4.9,2024-04-13
857,Interstellar,Sci-Fi,3.7,2023-09-08
183,Interstellar,Sci-Fi,1.9,2024-04-01
404,Finding Nemo,Animation,2.7,2024-10-04
594,Pulp Fiction,Crime,2.7,2025-01-22
459,Finding Nemo,Animation,3.0,2024-02-19
742,Avengers,Action,1.1,2024-12-08
450,The Godfather,Crime,1.1,2024-09-01
534,Titanic,Romance,2.3,2024-02-15
451,The Godfather,Crime,2.9,2025-02-10
538,Interstellar,Sci-Fi,1.1,2024-01-01
799,The Godfather,Crime,1.1,2024-09-17
193,Pulp Fiction,Crime,4.3,2025-06-10
997,The Godfather,Crime,2.4,2025-07-14
717,Finding Nemo,Animation,2.2,2023-12-03
189,Shrek,Comedy,1.0,2025-06-14
819,Shrek,Comedy,2.1,2025-06-25
430,Shrek,Comedy,2.7,2025-05-29
309,Interstellar,Sci-Fi,4.5,2025-01-15
367,Titanic,Romance,4.4,2025-02-26
373,Interstellar,Sci-Fi,2.4,2025-06-16
236,Shrek,Comedy,4.2,2024-06-14
439,Shrek,Comedy,2.9,2024-02-21
759,Shrek,Comedy,1.5,2024-10-01
577,Shrek,Comedy,2.1,2024-05-08
702,The Godfather,Crime,3.5,2024-06-03
147,Shrek,Comedy,2.0,2025-03-22
581,Inception,Sci-Fi,4.0,2024-11-23
326,Interstellar,Sci-Fi,1.4,2024-08-20
989,Finding Nemo,Animation,1.5,2023-08-16
914,Inception,Sci-Fi,2.0,2023-11-14
803,Titanic,Romance,3.4,2023-09-06
209,Titanic,Romance,3.7,2023-09-29
643,Shrek,Comedy,2.9,2024-03-17
792,Inception,Sci-Fi,3.4,2024-02-25
837,Finding Nemo,Animation,2.9,2025-02-07
232,Interstellar,Sci-Fi,1.3,2024-05-24
261,Titanic,Romance,4.3,2025-07-02
490,Finding Nemo,Animation,2.6,2023-09-12
190,The Godfather,Crime,2.8,2024-08-15
653,Finding Nemo,Animation,1.2,2023-08-07
481,Pulp Fiction,Crime,3.7,2024-09-18
450,Finding Nemo,Animation,2.9,2025-01-29
563,Pulp Fiction,Crime,2.5,2023-12-09
325,Finding Nemo,Animation,1.6,2025-03-26
319,Avengers,Action,1.5,2025-04-29
382,Pulp Fiction,Crime,4.0,2023-10-22
684,Finding Nemo,Animation,2.0,2023-08-01
764,Pulp Fiction,Crime,4.9,2025-06-11
438,Interstellar,Sci-Fi,1.8,2024-06-20
983,Pulp Fiction,Crime,2.6,2023-09-26
656,Interstellar,Sci-Fi,2.9,2024-01-13
146,Inception,Sci-Fi,4.4,2024-08-03
674,Inception,Sci-Fi,4.9,2023-08-26
844,Inception,Sci-Fi,1.1,2023-10-01
916,Finding Nemo,Animation,3.3,2023-09-15
586,Inception,Sci-Fi,2.7,2024-03-23
689,Pulp Fiction,Crime,4.4,2023-08-22
858,Interstellar,Sci-Fi,2.9,2025-01-14
471,Pulp Fiction,Crime,2.1,2024-04-04
631,Interstellar,Sci-Fi,3.0,2025-03-11
464,Shrek,Comedy,4.3,2023-12-13
399,Interstellar,Sci-Fi,1.7,2023-11-13
206,Inception,Sci-Fi,3.2,2023-08-14
446,Finding Nemo,Animation,1.4,2023-09-19
652,Finding Nemo,Animation,2.5,2023-11-30
410,Interstellar,Sci-Fi,3.5,2023-09-26
888,Interstellar,Sci-Fi,2.6,2023-11-13
551,Finding Nemo,Animation,1.8,2024-10-02
375,Pulp Fiction,Crime,4.4,2025-03-31
815,Avengers,Action,4.2,2023-08-20
330,The Godfather,Crime,2.2,2024-06-13
923,Finding Nemo,Animation,1.4,2025-02-25
129,The Godfather,Crime,2.3,2025-07-30
433,Shrek,Comedy,2.2,2023-08-16
109,Titanic,Romance,3.0,2024-06-16
119,Pulp Fiction,Crime,3.4,2024-05-07
924,Inception,Sci-Fi,2.0,2024-03-18
852,Finding Nemo,Animation,3.8,2023-09-12
772,Inception,Sci-Fi,4.4,2025-01-09
652,Shrek,Comedy,2.1,2023-09-20
242,Pulp Fiction,Crime,2.3,2024-02-20
862,Pulp Fiction,Crime,4.5,2025-02-11
372,The Godfather,Crime,3.9,2024-04-10
667,Shrek,Comedy,4.1,2024-09-23
200,Inception,Sci-Fi,1.1,2024-03-10
520,Pulp Fiction,Crime,3.4,2023-12-21
946,Finding Nemo,Animation,1.5,2024-10-20
884,Inception,Sci-Fi,4.5,2025-02-14
584,Avengers,Action,3.1,2024-12-02
712,The Godfather,Crime,1.3,2024-02-18
349,The Godfather,Crime,3.3,2023-09-05
493,The Godfather,Crime,2.1,2023-08-22
408,Inception,Sci-Fi,2.2,2024-01-18
623,The Godfather,Crime,4.8,2024-06-08
452,Finding Nemo,Animation,3.1,2025-01-04
306,Avengers,Action,1.4,2025-03-13
420,Avengers,Action,3.8,2024-07-05
156,Avengers,Action,2.9,2025-06-20
453,Avengers,Action,4.4,2025-03-31
732,Titanic,Romance,3.0,2024-07-10
659,Inception,Sci-Fi,3.3,2024-07-23
500,Avengers,Action,4.6,2023-09-29
443,The Godfather,Crime,1.1,2024-11-09
899,Pulp Fiction,Crime,3.5,2024-06-12
680,Finding Nemo,Animation,2.4,2025-02-15
195,Interstellar,Sci-Fi,3.7,2024-09-28
119,Finding Nemo,Animation,1.7,2024-08-24
757,Titanic,Romance,1.6,2024-08-15
138,Finding Nemo,Animation,2.1,2025-03-29
450,Interstellar,Sci-Fi,5.0,2023-12-02
814,Pulp Fiction,Crime,2.3,2025-04-30
121,Interstellar,Sci-Fi,3.8,2024-05-22
738,Interstellar,Sci-Fi,2.4,2023-12-26
934,Avengers,Action,4.8,2024-10-30
737,Avengers,Action,4.0,2025-05-23
913,Avengers,Action,2.2,2023-08-03
728,Shrek,Comedy,3.9,2024-07-10
175,Interstellar,Sci-Fi,1.7,2025-06-20
318,Shrek,Comedy,2.2,2024-10-28
339,Pulp Fiction,Crime,1.2,2024-01-01
714,Inception,Sci-Fi,3.8,2024-05-05
780,Titanic,Romance,2.8,2025-02-09
533,Inception,Sci-Fi,4.4,2025-02-21
657,The Godfather,Crime,1.3,2023-12-21
372,Avengers,Action,1.5,2024-05-12
470,Finding Nemo,Animation,2.2,2023-11-20
186,Inception,Sci-Fi,3.3,2023-10-17
271,Finding Nemo,Animation,3.7,2024-09-16
492,Titanic,Romance,4.7,2024-05-06
308,Shrek,Comedy,3.8,2024-09-28
636,Titanic,Romance,2.8,2024-06-18
757,Avengers,Action,4.3,2024-08-24
455,Inception,Sci-Fi,4.3,2025-07-11
280,Shrek,Comedy,2.9,2024-12-14
705,Finding Nemo,Animation,2.9,2025-03-27
581,Shrek,Comedy,3.4,2025-04-04
953,The Godfather,Crime,4.2,2025-02-24
415,Finding Nemo,Animation,3.7,2024-12-01
320,Titanic,Romance,3.5,2024-01-21
947,Inception,Sci-Fi,3.2,2024-07-26
134,Interstellar,Sci-Fi,2.1,2024-10-26
348,Pulp Fiction,Crime,1.1,2023-10-10
444,Pulp Fiction,Crime,3.7,2025-02-12
491,Finding Nemo,Animation,4.4,2023-09-05
529,Interstellar,Sci-Fi,1.1,2024-07-26
913,Inception,Sci-Fi,3.8,2024-09-03
495,The Godfather,Crime,3.7,2023-11-20
731,Finding Nemo,Animation,2.5,2024-11-07
603,Avengers,Action,4.7,2024-10-15
491,Interstellar,Sci-Fi,4.8,2024-08-04
507,Finding Nemo,Animation,3.4,2024-09-08
715,Inception,Sci-Fi,4.2,2025-03-27
479,Pulp Fiction,Crime,1.4,2023-10-12
148,Interstellar,Sci-Fi,4.7,2025-06-17
278,Inception,Sci-Fi,4.6,2024-10-29
487,Interstellar,Sci-Fi,4.1,2024-12-09
469,Pulp Fiction,Crime,1.3,2024-04-01
860,Finding Nemo,Animation,4.8,2024-04-17
717,Inception,Sci-Fi,4.8,2023-11-15
929,Inception,Sci-Fi,4.1,2024-04-10
665,Finding Nemo,Animation,1.4,2024-08-29
524,Shrek,Comedy,3.2,2023-08-21
910,Pulp Fiction,Crime,4.7,2025-02-12
827,Avengers,Action,3.7,2025-07-29
948,Shrek,Comedy,2.0,2023-11-12
789,Pulp Fiction,Crime,3.2,2025-03-08
349,Avengers,Action,3.1,2024-09-08
671,Finding Nemo,Animation,2.9,2025-05-25
779,Shrek,Comedy,2.5,2025-06-13
634,Inception,Sci-Fi,3.2,2025-07-09
168,The Godfather,Crime,1.7,2025-05-16
408,The Godfather,Crime,1.8,2025-05-10
428,Finding Nemo,Animation,2.5,2025-06-29
997,Avengers,Action,3.0,2024-01-28
589,Finding Nemo,Animation,2.4,2025-05-08
827,Pulp Fiction,Crime,2.2,2024-03-09
815,Inception,Sci-Fi,2.7,2025-05-28
407,Avengers,Action,1.8,2023-08-10
199,Shrek,Comedy,2.8,2025-05-11
704,Finding Nemo,Animation,3.3,2023-10-17
616,Avengers,Action,2.7,2023-10-08
582,Shrek,Comedy,2.6,2025-03-02
431,Interstellar,Sci-Fi,1.1,2023-11-06
241,Shrek,Comedy,2.4,2024-10-06
697,Pulp Fiction,Crime,4.0,2025-01-11
145,Titanic,Romance,2.2,2024-06-18
724,Inception,Sci-Fi,1.6,2024-05-28
309,Titanic,Romance,2.7,2023-11-30
436,Pulp Fiction,Crime,4.1,2024-11-25
171,The Godfather,Crime,3.6,2024-11-09
340,Shrek,Comedy,4.1,2023-08-25
963,Avengers,Action,4.5,2025-05-06
680,Titanic,Romance,3.2,2025-03-07
459,Avengers,Action,3.9,2024-06-16
225,Pulp Fiction,Crime,3.9,2024-01-26
814,Titanic,Romance,4.6,2024-11-02
973,Titanic,Romance,5.0,2025-04-16
159,Finding Nemo,Animation,1.5,2024-01-01
588,Avengers,Action,1.4,2023-12-06
263,Pulp Fiction,Crime,1.5,2024-10-24
522,The Godfather,Crime,4.9,2024-11-19
817,Finding Nemo,Animation,3.0,2023-08-14
610,Titanic,Romance,3.9,2024-05-25
493,The Godfather,Crime,2.7,2024-02-10
508,Finding Nemo,Animation,1.8,2024-12-16
943,Shrek,Comedy,3.6,2025-05-29
973,Shrek,Comedy,3.7,2025-06-15
235,The Godfather,Crime,4.5,2024-06-24
344,Finding Nemo,Animation,2.0,2025-03-27
499,Finding Nemo,Animation,2.5,2023-08-14
197,Interstellar,Sci-Fi,2.1,2025-01-12
203,The Godfather,Crime,2.1,2024-12-24
671,Pulp Fiction,Crime,1.5,2023-11-10
782,Titanic,Romance,3.2,2024-07-30
631,Pulp Fiction,Crime,3.7,2023-10-26
893,Pulp Fiction,Crime,3.9,2024-07-18
520,Avengers,Action,4.1,2024-09-25
110,Inception,Sci-Fi,3.5,2024-08-11
506,Shrek,Comedy,2.8,2025-04-30
782,Finding Nemo,Animation,2.7,2023-08-15
800,Titanic,Romance,3.0,2023-08-09
656,Titanic,Romance,3.7,2024-11-25
476,Titanic,Romance,3.4,2024-04-13
242,Shrek,Comedy,4.7,2024-12-17
290,Finding Nemo,Animation,1.1,2025-04-11
982,Titanic,Romance,2.8,2023-09-19
505,Titanic,Romance,3.2,2024-05-21
333,Shrek,Comedy,1.3,2025-04-24
692,Inception,Sci-Fi,4.5,2024-10-22
245,Inception,Sci-Fi,2.2,2024-03-21
591,Pulp Fiction,Crime,1.5,2024-10-04
995,Finding Nemo,Animation,3.9,2024-11-05
231,Avengers,Action,2.2,2024-08-23
690,Interstellar,Sci-Fi,3.6,2025-02-13
784,Inception,Sci-Fi,3.1,2024-05-18
373,Titanic,Romance,3.9,2024-01-23
