entry_price,stop_loss,take_profit,position_size,type,status,entry_time,strategy,SMA_50,ATR,fib_level,fib_type,trend,mother_bar_high,mother_bar_low,exit_time,exit_price,pnl,duration,result
1.08512,1.085274,1.0846580000000001,21161.009843543605,Short,SL Hit,2024-07-23 19:50:00,Fib False Breakout Short,1.0853546,0.0006200000000000649,1.0851000000000002,50,downtrend,1.08515,1.08503,2024-07-23 20:40:00,1.085274,-3.25879551590545,0.8333333333333334,Loss
1.08514,1.085284,1.0847080000000002,22630.524416022337,Short,SL Hit,2024-07-23 20:10:00,Fib False Breakout Short,1.0853138,0.0006200000000000649,1.08498424,50,downtrend,1.08516,1.08494,2024-07-23 20:40:00,1.085284,-3.2587955159054505,0.5,Loss
1.08478,1.084912,1.084384,25181.601713810836,Short,SL Hit,2024-07-24 05:20:00,Fib False Breakout Short,1.084832,0.0007099999999999884,1.08461,50,downtrend,1.08477,1.08449,2024-07-24 05:20:00,1.084912,-3.323971426223559,0.0,Loss
1.08394,1.0840560000000001,1.0835919999999992,29767.41145385049,Short,SL Hit,2024-07-24 23:30:00,Fib False Breakout Short,1.084367,0.00042999999999993044,1.0838674,50,downtrend,1.08397,1.08383,2024-07-25 00:40:00,1.0840560000000001,-3.453019728653415,1.1666666666666667,Loss
1.08406,1.08427,1.08343,16114.092067045935,Short,SL Hit,2024-07-25 01:10:00,Fib False Breakout Short,1.0841042,0.0006500000000000394,1.08386,50,downtrend,1.08414,1.08374,2024-07-25 03:20:00,1.08427,-3.383959334080347,2.1666666666666665,Loss
1.08386,1.0836219999999999,1.0845740000000006,14218.316529738453,Long,SL Hit,2024-07-25 02:50:00,Fib False Breakout Long,1.0839422,0.0007900000000000684,1.083895,50,uptrend,1.08416,1.08378,2024-07-25 06:30:00,1.0836219999999999,-3.383959334080347,3.6666666666666665,Loss
1.08411,1.08427,1.0836299999999994,21149.745837981016,Short,SL Hit,2024-07-25 03:10:00,Fib False Breakout Short,1.0839522,0.0006500000000000394,1.08380178,618,downtrend,1.08414,1.08364,2024-07-25 03:20:00,1.08427,-3.383959334080347,0.16666666666666666,Loss
1.08488,1.08497,1.0846100000000003,35343.57526709146,Short,SL Hit,2024-07-25 23:10:00,Fib False Breakout Short,1.0852262,0.0005500000000000504,1.08478166,50,downtrend,1.08486,1.08469,2024-07-25 23:20:00,1.08497,-3.1809217740355265,0.16666666666666666,Loss
1.08577,1.0861640000000001,1.0845879999999992,7911.937407494963,Short,SL Hit,2024-07-26 15:20:00,Fib False Breakout Short,1.0856000000000001,0.0016699999999998383,1.08571996,618,downtrend,1.08583,1.08529,2024-07-26 16:10:00,1.0861640000000001,-3.1173033385548155,0.8333333333333334,Loss
1.08613,1.086408,1.085296,10989.05493447379,Short,SL Hit,2024-07-26 18:20:00,Fib False Breakout Short,1.0859543999999999,0.0010399999999999299,1.08578794,618,downtrend,1.0862,1.08582,2024-07-29 01:10:00,1.086408,-3.054957271783719,54.833333333333336,Loss
1.0822,1.08229,1.0819300000000003,33265.09029278434,Short,TP Hit,2024-07-29 23:40:00,Fib False Breakout Short,1.0822094,0.00034999999999985043,1.08218302,618,downtrend,1.08222,1.08203,2024-07-29 23:50:00,1.0819300000000003,8.981574379044135,0.16666666666666666,Win
1.08163,1.0810579999999999,1.0833460000000008,5548.058765607695,Long,TP Hit,2024-07-31 08:30:00,Fib False Breakout Long,1.0822096,0.0018599999999999728,1.0818867,50,uptrend,1.08242,1.08143,2024-07-31 11:00:00,1.0833460000000008,9.520468841786782,2.5,Win
1.083,1.0832439999999999,1.0822680000000002,13786.471273630701,Short,SL Hit,2024-08-01 03:20:00,Fib False Breakout Short,1.0826954,0.0009200000000000319,1.082775,50,downtrend,1.08306,1.08255,2024-08-01 03:30:00,1.0832439999999999,-3.3638989907646635,0.16666666666666666,Loss
1.07892,1.079188,1.0781160000000003,12300.824667724517,Short,SL Hit,2024-08-01 23:50:00,Fib False Breakout Short,1.078943,0.0005900000000000905,1.0789149999999998,50,downtrend,1.07907,1.07886,2024-08-02 03:00:00,1.079188,-3.2966210109493703,3.1666666666666665,Loss
1.07903,1.07932,1.0781599999999996,11367.658658441263,Short,SL Hit,2024-08-02 03:00:00,Fib False Breakout Short,1.0789466,0.0009000000000001229,1.0786484,618,downtrend,1.07914,1.07872,2024-08-02 03:10:00,1.07932,-3.2966210109493703,0.16666666666666666,Loss
1.09118,1.090832,1.092224,9094.126926756493,Long,TP Hit,2024-08-02 19:10:00,Fib False Breakout Long,1.0892762,0.0009400000000001629,1.0912950000000001,50,uptrend,1.09166,1.09102,2024-08-05 03:00:00,1.092224,9.494268511534187,55.833333333333336,Win
1.09106,1.090802,1.0918339999999995,12266.496784934097,Long,TP Hit,2024-08-02 20:50:00,Fib False Breakout Long,1.0908856,0.0008400000000001739,1.0914199999999998,50,uptrend,1.09144,1.09097,2024-08-05 00:20:00,1.0918339999999995,9.494268511534187,51.5,Win
1.09549,1.09605,1.0938100000000004,6329.51234102399,Short,TP Hit,2024-08-06 02:00:00,Fib False Breakout Short,1.0954742,0.0019000000000000128,1.09535,50,downtrend,1.09567,1.09503,2024-08-06 06:40:00,1.0938100000000004,10.63358073291829,4.666666666666667,Win
1.09128,1.090744,1.0928880000000003,7009.698741847918,Long,TP Hit,2024-08-07 09:50:00,Fib False Breakout Long,1.0915945999999999,0.0018299999999999983,1.0914095,618,uptrend,1.09197,1.09111,2024-08-07 14:40:00,1.0928880000000003,11.271595576893386,4.833333333333333,Win
1.09216,1.092414,1.091398,15679.647390430575,Short,SL Hit,2024-08-07 21:30:00,Fib False Breakout Short,1.092373,0.0007200000000000539,1.0921329,618,downtrend,1.09227,1.09195,2024-08-07 22:20:00,1.092414,-3.982630437168997,0.8333333333333334,Loss
1.09263,1.09243,1.09323,19514.889142130232,Long,TP Hit,2024-08-08 01:20:00,Fib False Breakout Long,1.0924909999999999,0.0008500000000000174,1.09267,50,uptrend,1.09317,1.0926,2024-08-08 02:30:00,1.09323,11.70893348527685,1.1666666666666667,Win
1.09132,1.092094,1.0889980000000006,5345.163434279148,Short,SL Hit,2024-08-08 16:00:00,Fib False Breakout Short,1.0918404,0.003270000000000106,1.090755,50,downtrend,1.09144,1.09056,2024-08-09 02:20:00,1.092094,-4.137156498131153,10.333333333333334,Loss
1.09189,1.0917139999999999,1.0924180000000006,23036.439591843613,Long,SL Hit,2024-08-09 19:30:00,Fib False Breakout Long,1.0919611999999999,0.0008300000000001084,1.0921412,50,uptrend,1.09212,1.09188,2024-08-09 20:40:00,1.0917139999999999,-4.054413368168531,1.1666666666666667,Loss
1.09184,1.0920779999999999,1.091126,16694.64328069672,Short,SL Hit,2024-08-12 01:00:00,Fib False Breakout Short,1.092032,0.0007899999999998464,1.0916369400000001,618,downtrend,1.09192,1.09156,2024-08-12 01:10:00,1.0920779999999999,-3.9733251008051593,0.16666666666666666,Loss
1.09208,1.092358,1.091246,14006.685607154855,Short,SL Hit,2024-08-12 09:00:00,Fib False Breakout Short,1.0919466,0.0012400000000001299,1.09189828,50,downtrend,1.09211,1.09161,2024-08-12 09:30:00,1.092358,-3.8938585987890564,0.5,Loss
1.09219,1.0919379999999999,1.0929460000000004,15142.783439726749,Long,SL Hit,2024-08-12 11:30:00,Fib False Breakout Long,1.0920934,0.0012099999999999334,1.09229,50,uptrend,1.09294,1.09218,2024-08-12 14:00:00,1.0919379999999999,-3.8159814268132757,2.5,Loss
1.09304,1.092908,1.093436,28330.771199063754,Long,SL Hit,2024-08-12 20:00:00,Fib False Breakout Long,1.0927470000000001,0.0006599999999998829,1.0930749999999998,50,uptrend,1.09332,1.09304,2024-08-12 20:20:00,1.092908,-3.73966179827701,0.3333333333333333,Loss
1.09929,1.099374,1.0990380000000002,43629.387646579155,Short,SL Hit,2024-08-14 05:00:00,Fib False Breakout Short,1.0993346,0.00046999999999997044,1.09919706,618,downtrend,1.09928,1.09902,2024-08-14 05:00:00,1.099374,-3.6648685623114705,0.0,Loss
1.09929,1.09944,1.0988400000000005,23943.807940455292,Short,TP Hit,2024-08-14 05:30:00,Fib False Breakout Short,1.0993396,0.0005999999999999339,1.09919706,50,downtrend,1.09932,1.09915,2024-08-14 06:00:00,1.0988400000000005,10.77471357319572,0.5,Win
1.1013,1.101444,1.1008679999999995,26437.954600870467,Short,TP Hit,2024-08-15 00:50:00,Fib False Breakout Short,1.1013694,0.00046999999999997044,1.1012092,618,downtrend,1.10135,1.1011,2024-08-15 01:00:00,1.1008679999999995,11.421196387587464,0.16666666666666666,Win
1.10083,1.101076,1.100092,16404.428415778133,Short,SL Hit,2024-08-15 03:30:00,Fib False Breakout Short,1.1011266,0.0007800000000000029,1.1008198599999999,50,downtrend,1.10092,1.10076,2024-08-15 04:40:00,1.101076,-4.035489390280904,1.1666666666666667,Loss
1.10082,1.101006,1.1002619999999999,21696.179517636996,Short,SL Hit,2024-08-15 04:00:00,Fib False Breakout Short,1.1010956,0.0007299999999998974,1.10076256,618,downtrend,1.10086,1.10075,2024-08-15 04:00:00,1.101006,-4.035489390280904,0.0,Loss
